Cafe Name,Shop Code,Address,Pincode,Latitude,Longitude,Menu Item,Price,Category,Subcategory,Taste
Cafe Green wings,AMD-009-113,", B 2/2, Ratnamauli Building B/H Jain Temple Girish Coldrinks Cross Road, Chimanlal Girdharlal Rd, Ahmedabad, Gujarat 380009",380009,23.0359215,72.5431138,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe Green wings,AMD-009-114,", B 2/2, Ratnamauli Building B/H Jain Temple Girish Coldrinks Cross Road, Chimanlal Girdharlal Rd, Ahmedabad, Gujarat 380009",380009,23.0359215,72.5431138,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Theka Cafe Maninagar,AMD-008-115,", Vaibhav Laxmi Park, Shop no.1 chandramani apartment 45- jagahbhai, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,23.0013133,72.585233,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Theka Cafe Maninagar,AMD-008-116,", Vaibhav Laxmi Park, Shop no.1 chandramani apartment 45- jagahbhai, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,23.0013133,72.585233,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
La Quench - The Rooftop Cafe,AMD-008-117,", Second floor, Ganesh Bhuvan, Jawahar Chowk Road, near Ghadiyali Complex, Balvatika, Maninagar, Ahmedabad, Gujarat 380008",380008,23.0013133,72.585233,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
La Quench - The Rooftop Cafe,AMD-008-118,", Second floor, Ganesh Bhuvan, Jawahar Chowk Road, near Ghadiyali Complex, Balvatika, Maninagar, Ahmedabad, Gujarat 380008",380008,23.0013133,72.585233,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Yard,AMD-008-119,", 4, Maningar East, Ahbab Nagar, Maninagar East, Khokhra, Ahmedabad, Gujarat 380008",380008,22.9977464,72.5986397,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Yard,AMD-008-120,", 4, Maningar East, Ahbab Nagar, Maninagar East, Khokhra, Ahmedabad, Gujarat 380008",380008,22.9977464,72.5986397,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
"Danny's coffee bar, Maninagar",AMD-008-121,", Rajvi Complex, Lala Lajpat Rai Marg, near Vipul Dudhiya Sweets, Krishna Baug, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Danny's coffee bar, Maninagar",AMD-008-122,", Rajvi Complex, Lala Lajpat Rai Marg, near Vipul Dudhiya Sweets, Krishna Baug, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Honey’s Cafe & Snooker,AMD-008-123,", Basement of, Shivnandan Complex, Jai Hind Char Rasta, Radhavallabh Colony, Daxini Society, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Honey’s Cafe & Snooker,AMD-008-124,", Basement of, Shivnandan Complex, Jai Hind Char Rasta, Radhavallabh Colony, Daxini Society, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The chocolate room,AMD-008-125,", Shop 5, Hospital, Mahalxmi Corner, opp. Sardar Chimabhai Patel Marg, Balvatika, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The chocolate room,AMD-008-126,", Shop 5, Hospital, Mahalxmi Corner, opp. Sardar Chimabhai Patel Marg, Balvatika, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Lord's Maninagar,AMD-028-127,", 1st Floor, Shital Plaza, brts, near Kankaria Road, near icici bank, Prankunj Society, Pushpkunj, Maninagar, Ahmedabad, Gujarat 380028",380028,22.9950782,72.586741,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Lord's Maninagar,AMD-028-128,", 1st Floor, Shital Plaza, brts, near Kankaria Road, near icici bank, Prankunj Society, Pushpkunj, Maninagar, Ahmedabad, Gujarat 380028",380028,22.9950782,72.586741,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Chai Wai,AMD-008-129,", 13, Balvatika, Bhagyanagar Society, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Chai Wai,AMD-008-130,", 13, Balvatika, Bhagyanagar Society, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9950782,72.586741,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Brother's Cafe,AMD-008-131,", 10 Krishna Kanan Complex Besides HDFC Bank , Nr, Cross Rd, Krishna Baug, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9964227,72.5863414,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Brother's Cafe,AMD-008-132,", 10 Krishna Kanan Complex Besides HDFC Bank , Nr, Cross Rd, Krishna Baug, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9964227,72.5863414,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Dr. joos cafe,AMD-008-133,", shop 6,7 ground, Krishna Avenue, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9964227,72.5863414,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Dr. joos cafe,AMD-008-134,", shop 6,7 ground, Krishna Avenue, Rambagh, Maninagar, Ahmedabad, Gujarat 380008",380008,22.9964227,72.5863414,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
At Good Place,AMD-054-135,", Vince Cafe, YMCA, Ahead of Arose Foods, besides, to, S Bopal Rd, Ahmedabad, Gujarat 380054",380054,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
At Good Place,AMD-054-136,", Vince Cafe, YMCA, Ahead of Arose Foods, besides, to, S Bopal Rd, Ahmedabad, Gujarat 380054",380054,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
"Bethak & Bluff Restro Cafe , South Bopal",AMD-057-137,", Bethak & Bluff restro cafe, VIP Rd, rd, near Bharat petrol pump, Bopal, Shela, Ahmedabad, Gujarat 380057",380057,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
"Bethak & Bluff Restro Cafe , South Bopal",AMD-057-138,", Bethak & Bluff restro cafe, VIP Rd, rd, near Bharat petrol pump, Bopal, Shela, Ahmedabad, Gujarat 380057",380057,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Vince cafe,AMD-058-139,", Karnavati Club Rd, near to fun food battalion after sapphire lawn, Mumatpura, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Vince cafe,AMD-058-140,", Karnavati Club Rd, near to fun food battalion after sapphire lawn, Mumatpura, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
La' Patron Cafe,AMD-058-141,", 501, Gala Gymkhana Rd, near Aryan Gloria Road, Chittavan, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
La' Patron Cafe,AMD-058-142,", 501, Gala Gymkhana Rd, near Aryan Gloria Road, Chittavan, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cheers Café,AMD-057-143,", Cheers cafe, near Sk shivana Flats, opposite Sky Sol, South, Bopal, Ahmedabad, Gujarat 380057",380057,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cheers Café,AMD-057-144,", Cheers cafe, near Sk shivana Flats, opposite Sky Sol, South, Bopal, Ahmedabad, Gujarat 380057",380057,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Southern Express Cafe South Bopal,AMD-057-145,", AAROHI ELYSIUM, 9, opp. Aarvi 156, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Southern Express Cafe South Bopal,AMD-057-146,", AAROHI ELYSIUM, 9, opp. Aarvi 156, South Bopal, Bopal, Ahmedabad, Gujarat 380057",380057,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Brewspresso Southbopal,AMD-058-147,", Gala Mart, 1, Safal Parisar Rd, opp. AMC Civic Center, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Brewspresso Southbopal,AMD-058-148,", Gala Mart, 1, Safal Parisar Rd, opp. AMC Civic Center, South Bopal, Bopal, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Bean Busters Cafe,AMD-058-149,", CELEBRATION CITY CENTER, 55, S Bopal Rd, Bopal, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Bean Busters Cafe,AMD-058-150,", CELEBRATION CITY CENTER, 55, S Bopal Rd, Bopal, Ahmedabad, Gujarat 380058",380058,23.0085604,72.4435203,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Grace Coffee Co. SBR Outlet,AMD-058-151,", CELEBRATION CITY CENTER, 55, S Bopal Rd, Bopal, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4457409,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Grace Coffee Co. SBR Outlet,AMD-058-152,", CELEBRATION CITY CENTER, 55, S Bopal Rd, Bopal, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4457409,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe Affogato,AMD-058-153,", Quadra 108, FP 108/b, Block A, Rajpath Rangoli Rd, next to K K House, near Aangan Garden Restaurant, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4457409,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe Affogato,AMD-058-154,", Quadra 108, FP 108/b, Block A, Rajpath Rangoli Rd, next to K K House, near Aangan Garden Restaurant, Ahmedabad, Gujarat 380058",380058,23.0416124,72.4457409,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Dessert Brew Cafè,AMD-058-155,", Shop No 1, Food Court, Foodilon, VIP Rd, South, Karnavati, Bopal, Ahmedabad, Gujarat 380058",380058,23.0129867,72.4213874,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Dessert Brew Cafè,AMD-058-156,", Shop No 1, Food Court, Foodilon, VIP Rd, South, Karnavati, Bopal, Ahmedabad, Gujarat 380058",380058,23.0129867,72.4213874,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Patel's Cafe,AMD-470-157,", Patel's Cafe, Road, Gota, Ahmedabad, Gujarat 382470",382470,23.1099719,72.5058564,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Patel's Cafe,AMD-470-158,", Patel's Cafe, Road, Gota, Ahmedabad, Gujarat 382470",382470,23.1099719,72.5058564,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Fika the Cafe And Restro,AMD-060-159,", New Science City Rd, opp. aarav party lawn, beside fungrito gamezone, gota, Ahmedabad, Gujarat 380060",380060,23.1010188,72.4781377,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Fika the Cafe And Restro,AMD-060-160,", New Science City Rd, opp. aarav party lawn, beside fungrito gamezone, gota, Ahmedabad, Gujarat 380060",380060,23.1010188,72.4781377,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Gyan Cafe,AMD-481-161,", Devnagar Cross Road, Gota, Ahmedabad, Gujarat 382481",382481,23.103179,72.5141914,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Gyan Cafe,AMD-481-162,", Devnagar Cross Road, Gota, Ahmedabad, Gujarat 382481",382481,23.103179,72.5141914,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Shiva's Coffee Bar ( Gota Jagatpur ),AMD-481-163,", NR.HATHI MANDIR, jagatpur Patiya, Sarkhej - Gandhinagar Hwy, Gota, Ahmedabad, Gujarat 382481",382481,23.103179,72.5141914,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Shiva's Coffee Bar ( Gota Jagatpur ),AMD-481-164,", NR.HATHI MANDIR, jagatpur Patiya, Sarkhej - Gandhinagar Hwy, Gota, Ahmedabad, Gujarat 382481",382481,23.103179,72.5141914,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Shambhu's Coffee Bar,AMD-481-165,", Shop No.1, Olive greens, beside Gota, near Vodaphone Tower, Gota, Ahmedabad, Gujarat 382481",382481,23.103179,72.5141914,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Shambhu's Coffee Bar,AMD-481-166,", Shop No.1, Olive greens, beside Gota, near Vodaphone Tower, Gota, Ahmedabad, Gujarat 382481",382481,23.103179,72.5141914,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Crazy Plant Lady Café - Plant Store | Bakery | Events & Co-working Space,AMD-013-167,", L-16, Swatantra Senani Nagar, Naranpura, Ahmedabad, Gujarat 380013",380013,23.0673749,72.5254764,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Crazy Plant Lady Café - Plant Store | Bakery | Events & Co-working Space,AMD-013-168,", L-16, Swatantra Senani Nagar, Naranpura, Ahmedabad, Gujarat 380013",380013,23.0673749,72.5254764,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Kaaffeella,AMD-470-169,", Shop no. 16, Ganesh Glory, 11, Jagatpur Rd, off Sarkhej - Gandhinagar Highway, Ahmedabad, Gujarat 382470",382470,23.1141874,72.5041509,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Kaaffeella,AMD-470-170,", Shop no. 16, Ganesh Glory, 11, Jagatpur Rd, off Sarkhej - Gandhinagar Highway, Ahmedabad, Gujarat 382470",382470,23.1141874,72.5041509,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
THE VIBE-X Rooftop Restro Cafe & Luxury Banquet,AMD-000-171,,380000,23.1169581,72.5900845,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
THE VIBE-X Rooftop Restro Cafe & Luxury Banquet,AMD-000-172,,380000,23.1169581,72.5900845,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Cafe Creamoholic Motera,AMD-005-173,", Shop no 16 17, Ground, Aditya Avenue, near Krishna Bungalows-1, Motera, Ahmedabad, Gujarat 380005",380005,23.1071686,72.5644916,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Cafe Creamoholic Motera,AMD-005-174,", Shop no 16 17, Ground, Aditya Avenue, near Krishna Bungalows-1, Motera, Ahmedabad, Gujarat 380005",380005,23.1071686,72.5644916,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Devil's Cafe- Best Cafe In Motera | Coffee Shop In Motera | Burger Shop In Motera,AMD-424-175,", New CG Rd, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424",382424,23.1071686,72.5644916,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Devil's Cafe- Best Cafe In Motera | Coffee Shop In Motera | Burger Shop In Motera,AMD-424-176,", New CG Rd, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424",382424,23.1071686,72.5644916,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
MOCOCABANA,AMD-424-177,", H B, Kapadia School, 10, Ground Floor, Aamrakunj Ayan, Near, T P Rd, Chandkheda, Ahmedabad, Gujarat 382424",382424,23.1071686,72.5644916,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
MOCOCABANA,AMD-424-178,", H B, Kapadia School, 10, Ground Floor, Aamrakunj Ayan, Near, T P Rd, Chandkheda, Ahmedabad, Gujarat 382424",382424,23.1071686,72.5644916,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Ritu's Cafe by TRC- eat fresh,AMD-005-179,", Sangath central food court b/h 4D squre mall, Motera, Ahmedabad, Gujarat 380005",380005,23.1071686,72.5644916,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Ritu's Cafe by TRC- eat fresh,AMD-005-180,", Sangath central food court b/h 4D squre mall, Motera, Ahmedabad, Gujarat 380005",380005,23.1071686,72.5644916,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Fresh Bite Cafe,AMD-470-181,", shop no-6, Pinecrest tower, b abc, near Eden Flat, New Chamunda Society, Godrej Garden City, Chandkheda, Ahmedabad, Gujarat 382470",382470,23.1155339,72.5191978,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Fresh Bite Cafe,AMD-470-182,", shop no-6, Pinecrest tower, b abc, near Eden Flat, New Chamunda Society, Godrej Garden City, Chandkheda, Ahmedabad, Gujarat 382470",382470,23.1155339,72.5191978,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Venus Rooftop Restro & Cafe | Best Rooftop Cafe in Ahmedabad,AMD-424-183,", Terrace @, The Emporio, GJ SH 41, above Croma, opp. PVR 4D Square Mall, Harikurpa Society, Chandkheda, Gandhinagar, Ahmedabad, Gujarat 382424",382424,23.104022,72.5584226,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Venus Rooftop Restro & Cafe | Best Rooftop Cafe in Ahmedabad,AMD-424-184,", Terrace @, The Emporio, GJ SH 41, above Croma, opp. PVR 4D Square Mall, Harikurpa Society, Chandkheda, Gandhinagar, Ahmedabad, Gujarat 382424",382424,23.104022,72.5584226,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Crush Coffee - Tapovan,AMD-421-185,", 4JC6+M38, Crush Coffee- Near Tapovan circle, on, Service Rd, next to true value maruti, Chandkheda, Ahmedabad, Gujarat 382421",382421,23.104022,72.5584226,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Crush Coffee - Tapovan,AMD-421-186,", 4JC6+M38, Crush Coffee- Near Tapovan circle, on, Service Rd, next to true value maruti, Chandkheda, Ahmedabad, Gujarat 382421",382421,23.104022,72.5584226,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Melting Clock Cafe ( TMC ),AMD-470-187,", ADANI PRATHAM, Tragad Rd, Chandkheda, Ahmedabad, Gujarat 382470",382470,23.1257976,72.5203469,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Melting Clock Cafe ( TMC ),AMD-470-188,", ADANI PRATHAM, Tragad Rd, Chandkheda, Ahmedabad, Gujarat 382470",382470,23.1257976,72.5203469,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Coffee Stand Nikol – Premium Cafe in Nikol & Hangout Spot,AMD-049-189,", Shop GF.15,The Allen Town,Nikol Ring Road, Cross Road, Sardar Patel Ring Rd, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Coffee Stand Nikol – Premium Cafe in Nikol & Hangout Spot,AMD-049-190,", Shop GF.15,The Allen Town,Nikol Ring Road, Cross Road, Sardar Patel Ring Rd, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Garden Cafe (cafe near me),AMD-049-191,", 401, Giriraj Anclave, Nikol Gam Rd, nr. Kp Residency, Avkash Park Society, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Garden Cafe (cafe near me),AMD-049-192,", 401, Giriraj Anclave, Nikol Gam Rd, nr. Kp Residency, Avkash Park Society, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Hedkey Nikol,AMD-049-193,", Kasturi Pride, GF6, Sardar Patel Ring Rd, opp. Torrent Power Station, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Hedkey Nikol,AMD-049-194,", Kasturi Pride, GF6, Sardar Patel Ring Rd, opp. Torrent Power Station, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
MID NIGHT MOCHA RESTRO CAFE,AMD-049-195,", Kens Corner, 32-33, Nikol - Naroda Rd, near kalhar bungalow, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
MID NIGHT MOCHA RESTRO CAFE,AMD-049-196,", Kens Corner, 32-33, Nikol - Naroda Rd, near kalhar bungalow, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Crush Coffee,AMD-049-197,", Kasturi Pride, Sardar Patel Ring Rd, opp. Torrent Power Stataion, behind Kesar harmony, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Crush Coffee,AMD-049-198,", Kasturi Pride, Sardar Patel Ring Rd, opp. Torrent Power Stataion, behind Kesar harmony, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Dadu Cafe,AMD-049-199,", 2MXC+R4Q, Raspan Cross Rd, New India Colony, Nicol Gam, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Dadu Cafe,AMD-049-200,", 2MXC+R4Q, Raspan Cross Rd, New India Colony, Nicol Gam, Nikol, Ahmedabad, Gujarat 380049",380049,23.037958,72.6412693,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
John's 7 Cafe,AMD-049-201,", 3M5C+2C8 Sai Heaven Residency, 101, Haridarsan Rd, near D-Mart, New India Colony, Nikol, Ahmedabad, Gujarat 380049",380049,23.061063,72.6276685,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
John's 7 Cafe,AMD-049-202,", 3M5C+2C8 Sai Heaven Residency, 101, Haridarsan Rd, near D-Mart, New India Colony, Nikol, Ahmedabad, Gujarat 380049",380049,23.061063,72.6276685,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
Gujju Cafe,AMD-049-203,", Bhakti Cir Rd, Ankur Chokadi, New India Colony, Ankur Tenament, Nikol, Ahmedabad, Gujarat 380049",380049,23.061063,72.6276685,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
Gujju Cafe,AMD-049-204,", Bhakti Cir Rd, Ankur Chokadi, New India Colony, Ankur Tenament, Nikol, Ahmedabad, Gujarat 380049",380049,23.061063,72.6276685,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
The Knights Cafe,AMD-049-205,", Bhakti Cir Rd, Ankur Chokadi, New India Colony, Ankur Tenament, Nikol, Ahmedabad, Gujarat 380049",380049,23.061063,72.6276685,Special Coffee,₹180,Beverages,Coffee,Bold/Bitter
The Knights Cafe,AMD-049-206,", Bhakti Cir Rd, Ankur Chokadi, New India Colony, Ankur Tenament, Nikol, Ahmedabad, Gujarat 380049",380049,23.061063,72.6276685,Cafe Sandwich,₹220,Food,Continental,Savory/Spicy
